Team,Opponent,Venue,ForAgainst,Red_Cards,Corner_Kicks,Fouls_Commited,Yellow_Cards,Shots,Goal_Kicks,Throw_Ins,Tackles,First_Half_Yellow_Cards,SoT,Offsides,Round,Season,Column1,Unnamed: 0
Olympiacos FC,PAS Lamia 1964,Away,For,0.0,5.0,12.0,1.0,11.0,10.0,28.0,18.0,0.0,2.0,1.0,Gameweek 16,2024,,
Olympiacos FC,PAS Lamia 1964,Away,Against,0.0,7.0,16.0,4.0,13.0,10.0,18.0,21.0,2.0,6.0,1.0,Gameweek 16,2024,,
AEK Athens,NPS Volos,Home,For,0.0,9.0,12.0,2.0,15.0,6.0,21.0,7.0,1.0,5.0,2.0,Gameweek 16,2024,,
AEK Athens,NPS Volos,Home,Against,0.0,3.0,22.0,5.0,8.0,7.0,17.0,13.0,3.0,3.0,1.0,Gameweek 16,2024,,
NPS Volos,AEK Athens,Away,For,0.0,3.0,22.0,5.0,8.0,7.0,17.0,13.0,3.0,3.0,1.0,Gameweek 16,2024,,
NPS Volos,AEK Athens,Away,Against,0.0,9.0,12.0,2.0,15.0,6.0,21.0,7.0,1.0,5.0,2.0,Gameweek 16,2024,,
PAOK,OFI Crete,Home,For,0.0,6.0,11.0,1.0,17.0,5.0,25.0,10.0,0.0,9.0,1.0,Gameweek 16,2024,,
PAOK,OFI Crete,Home,Against,0.0,2.0,16.0,3.0,14.0,5.0,12.0,15.0,3.0,7.0,4.0,Gameweek 16,2024,,
OFI Crete,PAOK,Away,For,0.0,2.0,16.0,3.0,14.0,5.0,12.0,15.0,3.0,7.0,4.0,Gameweek 16,2024,,
OFI Crete,PAOK,Away,Against,0.0,6.0,11.0,1.0,17.0,5.0,25.0,10.0,0.0,9.0,1.0,Gameweek 16,2024,,
Panathinaikos,PAS Giannina,Home,For,0.0,8.0,15.0,1.0,12.0,5.0,11.0,14.0,0.0,6.0,3.0,Gameweek 16,2024,,
Panathinaikos,PAS Giannina,Home,Against,0.0,3.0,12.0,1.0,9.0,4.0,14.0,19.0,0.0,3.0,2.0,Gameweek 16,2024,,
PAS Giannina,Panathinaikos,Away,For,0.0,3.0,12.0,1.0,9.0,4.0,14.0,19.0,0.0,3.0,2.0,Gameweek 16,2024,,
PAS Giannina,Panathinaikos,Away,Against,0.0,8.0,15.0,1.0,12.0,5.0,11.0,14.0,0.0,6.0,3.0,Gameweek 16,2024,,
Panetolikos,Panserraikos,Home,For,0.0,4.0,20.0,2.0,17.0,7.0,19.0,14.0,0.0,4.0,1.0,Gameweek 16,2024,,
Panetolikos,Panserraikos,Home,Against,0.0,3.0,15.0,2.0,12.0,11.0,23.0,21.0,0.0,3.0,4.0,Gameweek 16,2024,,
Panserraikos,Panetolikos,Away,For,0.0,3.0,15.0,2.0,12.0,11.0,23.0,21.0,0.0,3.0,4.0,Gameweek 16,2024,,
Panserraikos,Panetolikos,Away,Against,0.0,4.0,20.0,2.0,17.0,7.0,19.0,14.0,0.0,4.0,1.0,Gameweek 16,2024,,
Atromitos Athens,A.E. Kifisia FC,Home,For,0.0,1.0,14.0,2.0,13.0,6.0,18.0,9.0,1.0,7.0,1.0,Gameweek 16,2024,,
Atromitos Athens,A.E. Kifisia FC,Home,Against,0.0,10.0,12.0,4.0,13.0,5.0,19.0,4.0,2.0,3.0,3.0,Gameweek 16,2024,,
A.E. Kifisia FC,Atromitos Athens,Away,For,0.0,10.0,12.0,4.0,13.0,5.0,19.0,4.0,2.0,3.0,3.0,Gameweek 16,2024,,
A.E. Kifisia FC,Atromitos Athens,Away,Against,0.0,1.0,14.0,2.0,13.0,6.0,18.0,9.0,1.0,7.0,1.0,Gameweek 16,2024,,
Panserraikos,A.E. Kifisia FC,Home,For,0.0,3.0,9.0,2.0,9.0,8.0,33.0,9.0,0.0,1.0,6.0,Gameweek 17,2024,,
Panserraikos,A.E. Kifisia FC,Home,Against,0.0,3.0,19.0,4.0,15.0,7.0,24.0,15.0,2.0,5.0,0.0,Gameweek 17,2024,,
A.E. Kifisia FC,Panserraikos,Away,For,0.0,3.0,19.0,4.0,15.0,7.0,24.0,15.0,2.0,5.0,0.0,Gameweek 17,2024,,
A.E. Kifisia FC,Panserraikos,Away,Against,0.0,3.0,9.0,2.0,9.0,8.0,33.0,9.0,0.0,1.0,6.0,Gameweek 17,2024,,
NPS Volos,Atromitos Athens,Home,For,0.0,2.0,17.0,4.0,8.0,5.0,20.0,10.0,2.0,4.0,1.0,Gameweek 17,2024,,
NPS Volos,Atromitos Athens,Home,Against,0.0,8.0,18.0,3.0,14.0,11.0,16.0,10.0,0.0,7.0,0.0,Gameweek 17,2024,,
Atromitos Athens,NPS Volos,Away,For,0.0,8.0,18.0,3.0,14.0,11.0,16.0,10.0,0.0,7.0,0.0,Gameweek 17,2024,,
Atromitos Athens,NPS Volos,Away,Against,0.0,2.0,17.0,4.0,8.0,5.0,20.0,10.0,2.0,4.0,1.0,Gameweek 17,2024,,
Panathinaikos,Panetolikos,Home,For,0.0,4.0,18.0,2.0,12.0,2.0,25.0,15.0,0.0,4.0,0.0,Gameweek 17,2024,,
Panathinaikos,Panetolikos,Home,Against,0.0,3.0,11.0,2.0,8.0,10.0,14.0,18.0,1.0,5.0,2.0,Gameweek 17,2024,,
Panetolikos,Panathinaikos,Away,For,0.0,3.0,11.0,2.0,8.0,10.0,14.0,18.0,1.0,5.0,2.0,Gameweek 17,2024,,
Panetolikos,Panathinaikos,Away,Against,0.0,4.0,18.0,2.0,12.0,2.0,25.0,15.0,0.0,4.0,0.0,Gameweek 17,2024,,
PAS Giannina,Asteras Tripolis,Home,For,0.0,7.0,14.0,2.0,16.0,9.0,19.0,17.0,0.0,5.0,1.0,Gameweek 17,2024,,
PAS Giannina,Asteras Tripolis,Home,Against,0.0,3.0,17.0,0.0,10.0,11.0,24.0,10.0,0.0,3.0,2.0,Gameweek 17,2024,,
Asteras Tripolis,PAS Giannina,Away,For,0.0,3.0,17.0,0.0,10.0,11.0,24.0,10.0,0.0,3.0,2.0,Gameweek 17,2024,,
Asteras Tripolis,PAS Giannina,Away,Against,0.0,7.0,14.0,2.0,16.0,9.0,19.0,17.0,0.0,5.0,1.0,Gameweek 17,2024,,
Aris Thessaloniki,PAOK,Home,For,0.0,4.0,20.0,2.0,15.0,5.0,14.0,20.0,0.0,4.0,3.0,Gameweek 17,2024,,
Aris Thessaloniki,PAOK,Home,Against,0.0,5.0,12.0,4.0,12.0,3.0,21.0,13.0,1.0,2.0,2.0,Gameweek 17,2024,,
PAOK,Aris Thessaloniki,Away,For,0.0,5.0,12.0,4.0,12.0,3.0,21.0,13.0,1.0,2.0,2.0,Gameweek 17,2024,,
PAOK,Aris Thessaloniki,Away,Against,0.0,4.0,20.0,2.0,15.0,5.0,14.0,20.0,0.0,4.0,3.0,Gameweek 17,2024,,
Olympiacos FC,AEK Athens,Home,For,0.0,5.0,10.0,3.0,8.0,8.0,21.0,20.0,0.0,3.0,0.0,Gameweek 17,2024,,
Olympiacos FC,AEK Athens,Home,Against,0.0,9.0,15.0,3.0,13.0,5.0,18.0,16.0,0.0,3.0,3.0,Gameweek 17,2024,,
AEK Athens,Olympiacos FC,Away,For,0.0,9.0,15.0,3.0,13.0,5.0,18.0,16.0,0.0,3.0,3.0,Gameweek 17,2024,,
AEK Athens,Olympiacos FC,Away,Against,0.0,5.0,10.0,3.0,8.0,8.0,21.0,20.0,0.0,3.0,0.0,Gameweek 17,2024,,
OFI Crete,PAS Lamia 1964,Home,For,0.0,7.0,22.0,4.0,21.0,3.0,24.0,10.0,2.0,6.0,1.0,Gameweek 17,2024,,
OFI Crete,PAS Lamia 1964,Home,Against,0.0,1.0,22.0,3.0,4.0,11.0,17.0,13.0,2.0,2.0,3.0,Gameweek 17,2024,,
PAS Lamia 1964,OFI Crete,Away,For,0.0,1.0,22.0,3.0,4.0,11.0,17.0,13.0,2.0,2.0,3.0,Gameweek 17,2024,,
PAS Lamia 1964,OFI Crete,Away,Against,0.0,7.0,22.0,4.0,21.0,3.0,24.0,10.0,2.0,6.0,1.0,Gameweek 17,2024,,
Atromitos Athens,OFI Crete,Home,For,0.0,5.0,9.0,2.0,8.0,10.0,23.0,12.0,1.0,2.0,5.0,Gameweek 18,2024,,
Atromitos Athens,OFI Crete,Home,Against,0.0,7.0,20.0,4.0,12.0,7.0,21.0,15.0,0.0,3.0,1.0,Gameweek 18,2024,,
OFI Crete,Atromitos Athens,Away,For,0.0,7.0,20.0,4.0,12.0,7.0,21.0,15.0,0.0,3.0,1.0,Gameweek 18,2024,,
OFI Crete,Atromitos Athens,Away,Against,0.0,5.0,9.0,2.0,8.0,10.0,23.0,12.0,1.0,2.0,5.0,Gameweek 18,2024,,
PAS Lamia 1964,Panserraikos,Home,For,0.0,2.0,14.0,2.0,9.0,5.0,20.0,16.0,0.0,3.0,1.0,Gameweek 18,2024,,
PAS Lamia 1964,Panserraikos,Home,Against,0.0,1.0,20.0,2.0,7.0,4.0,23.0,18.0,1.0,4.0,0.0,Gameweek 18,2024,,
Panserraikos,PAS Lamia 1964,Away,For,0.0,1.0,20.0,2.0,7.0,4.0,23.0,18.0,1.0,4.0,0.0,Gameweek 18,2024,,
Panserraikos,PAS Lamia 1964,Away,Against,0.0,2.0,14.0,2.0,9.0,5.0,20.0,16.0,0.0,3.0,1.0,Gameweek 18,2024,,
Panetolikos,Aris Thessaloniki,Home,For,0.0,4.0,15.0,3.0,12.0,4.0,19.0,18.0,1.0,2.0,1.0,Gameweek 18,2024,,
Panetolikos,Aris Thessaloniki,Home,Against,0.0,6.0,17.0,1.0,17.0,10.0,14.0,19.0,1.0,9.0,5.0,Gameweek 18,2024,,
Aris Thessaloniki,Panetolikos,Away,For,0.0,6.0,17.0,1.0,17.0,10.0,14.0,19.0,1.0,9.0,5.0,Gameweek 18,2024,,
Aris Thessaloniki,Panetolikos,Away,Against,0.0,4.0,15.0,3.0,12.0,4.0,19.0,18.0,1.0,2.0,1.0,Gameweek 18,2024,,
A.E. Kifisia FC,Olympiacos FC,Home,For,1.0,2.0,12.0,6.0,7.0,5.0,16.0,12.0,1.0,3.0,1.0,Gameweek 18,2024,,
A.E. Kifisia FC,Olympiacos FC,Home,Against,1.0,4.0,12.0,2.0,14.0,3.0,19.0,11.0,2.0,9.0,4.0,Gameweek 18,2024,,
Olympiacos FC,A.E. Kifisia FC,Away,For,1.0,4.0,12.0,2.0,14.0,3.0,19.0,11.0,2.0,9.0,4.0,Gameweek 18,2024,,
Olympiacos FC,A.E. Kifisia FC,Away,Against,1.0,2.0,12.0,6.0,7.0,5.0,16.0,12.0,1.0,3.0,1.0,Gameweek 18,2024,,
Asteras Tripolis,NPS Volos,Home,For,0.0,6.0,17.0,2.0,10.0,10.0,26.0,12.0,1.0,3.0,1.0,Gameweek 18,2024,,
Asteras Tripolis,NPS Volos,Home,Against,0.0,4.0,16.0,1.0,13.0,9.0,18.0,11.0,1.0,2.0,2.0,Gameweek 18,2024,,
NPS Volos,Asteras Tripolis,Away,For,0.0,4.0,16.0,1.0,13.0,9.0,18.0,11.0,1.0,2.0,2.0,Gameweek 18,2024,,
NPS Volos,Asteras Tripolis,Away,Against,0.0,6.0,17.0,2.0,10.0,10.0,26.0,12.0,1.0,3.0,1.0,Gameweek 18,2024,,
AEK Athens,Panathinaikos,Home,For,0.0,8.0,18.0,3.0,17.0,6.0,18.0,19.0,1.0,4.0,1.0,Gameweek 18,2024,,
AEK Athens,Panathinaikos,Home,Against,0.0,2.0,12.0,2.0,8.0,9.0,17.0,18.0,1.0,2.0,2.0,Gameweek 18,2024,,
Panathinaikos,AEK Athens,Away,For,0.0,2.0,12.0,2.0,8.0,9.0,17.0,18.0,1.0,2.0,2.0,Gameweek 18,2024,,
Panathinaikos,AEK Athens,Away,Against,0.0,8.0,18.0,3.0,17.0,6.0,18.0,19.0,1.0,4.0,1.0,Gameweek 18,2024,,
PAOK,PAS Giannina,Home,For,0.0,9.0,12.0,0.0,22.0,2.0,14.0,12.0,0.0,10.0,1.0,Gameweek 18,2024,,
PAOK,PAS Giannina,Home,Against,0.0,2.0,10.0,0.0,4.0,9.0,7.0,19.0,0.0,0.0,1.0,Gameweek 18,2024,,
PAS Giannina,PAOK,Away,For,0.0,2.0,10.0,0.0,4.0,9.0,7.0,19.0,0.0,0.0,1.0,Gameweek 18,2024,,
PAS Giannina,PAOK,Away,Against,0.0,9.0,12.0,0.0,22.0,2.0,14.0,12.0,0.0,10.0,1.0,Gameweek 18,2024,,
PAS Lamia 1964,A.E. Kifisia FC,Home,For,0.0,6.0,13.0,1.0,14.0,6.0,21.0,15.0,0.0,7.0,2.0,Gameweek 19,2024,,
PAS Lamia 1964,A.E. Kifisia FC,Home,Against,0.0,8.0,21.0,1.0,13.0,6.0,19.0,15.0,0.0,4.0,3.0,Gameweek 19,2024,,
A.E. Kifisia FC,PAS Lamia 1964,Away,For,0.0,8.0,21.0,1.0,13.0,6.0,19.0,15.0,0.0,4.0,3.0,Gameweek 19,2024,,
A.E. Kifisia FC,PAS Lamia 1964,Away,Against,0.0,6.0,13.0,1.0,14.0,6.0,21.0,15.0,0.0,7.0,2.0,Gameweek 19,2024,,
PAS Giannina,Panserraikos,Home,For,0.0,9.0,11.0,5.0,12.0,5.0,33.0,10.0,2.0,3.0,1.0,Gameweek 19,2024,,
PAS Giannina,Panserraikos,Home,Against,0.0,5.0,14.0,3.0,12.0,10.0,25.0,12.0,1.0,7.0,0.0,Gameweek 19,2024,,
Panserraikos,PAS Giannina,Away,For,0.0,5.0,14.0,3.0,12.0,10.0,25.0,12.0,1.0,7.0,0.0,Gameweek 19,2024,,
Panserraikos,PAS Giannina,Away,Against,0.0,9.0,11.0,5.0,12.0,5.0,33.0,10.0,2.0,3.0,1.0,Gameweek 19,2024,,
OFI Crete,Panetolikos,Home,For,0.0,1.0,21.0,2.0,4.0,7.0,25.0,21.0,0.0,1.0,3.0,Gameweek 19,2024,,
OFI Crete,Panetolikos,Home,Against,0.0,1.0,15.0,3.0,7.0,7.0,24.0,19.0,1.0,1.0,0.0,Gameweek 19,2024,,
Panetolikos,OFI Crete,Away,For,0.0,1.0,15.0,3.0,7.0,7.0,24.0,19.0,1.0,1.0,0.0,Gameweek 19,2024,,
Panetolikos,OFI Crete,Away,Against,0.0,1.0,21.0,2.0,4.0,7.0,25.0,21.0,0.0,1.0,3.0,Gameweek 19,2024,,
NPS Volos,PAOK,Home,For,0.0,1.0,22.0,2.0,11.0,7.0,19.0,9.0,1.0,2.0,1.0,Gameweek 19,2024,,
NPS Volos,PAOK,Home,Against,0.0,5.0,11.0,1.0,14.0,11.0,19.0,10.0,1.0,7.0,0.0,Gameweek 19,2024,,
PAOK,NPS Volos,Away,For,0.0,5.0,11.0,1.0,14.0,11.0,19.0,10.0,1.0,7.0,0.0,Gameweek 19,2024,,
PAOK,NPS Volos,Away,Against,0.0,1.0,22.0,2.0,11.0,7.0,19.0,9.0,1.0,2.0,1.0,Gameweek 19,2024,,
Atromitos Athens,AEK Athens,Home,For,0.0,7.0,21.0,0.0,9.0,7.0,24.0,9.0,0.0,3.0,0.0,Gameweek 19,2024,,
Atromitos Athens,AEK Athens,Home,Against,0.0,7.0,22.0,2.0,18.0,6.0,18.0,16.0,1.0,10.0,2.0,Gameweek 19,2024,,
AEK Athens,Atromitos Athens,Away,For,0.0,7.0,22.0,2.0,18.0,6.0,18.0,16.0,1.0,10.0,2.0,Gameweek 19,2024,,
AEK Athens,Atromitos Athens,Away,Against,0.0,7.0,21.0,0.0,9.0,7.0,24.0,9.0,0.0,3.0,0.0,Gameweek 19,2024,,
Panathinaikos,Asteras Tripolis,Home,For,0.0,9.0,11.0,1.0,18.0,3.0,17.0,21.0,0.0,6.0,1.0,Gameweek 19,2024,,
Panathinaikos,Asteras Tripolis,Home,Against,1.0,3.0,9.0,6.0,8.0,8.0,19.0,17.0,1.0,1.0,1.0,Gameweek 19,2024,,
Asteras Tripolis,Panathinaikos,Away,For,1.0,3.0,9.0,6.0,8.0,8.0,19.0,17.0,1.0,1.0,1.0,Gameweek 19,2024,,
Asteras Tripolis,Panathinaikos,Away,Against,0.0,9.0,11.0,1.0,18.0,3.0,17.0,21.0,0.0,6.0,1.0,Gameweek 19,2024,,
Aris Thessaloniki,Olympiacos FC,Home,For,0.0,1.0,12.0,2.0,6.0,8.0,26.0,14.0,2.0,0.0,0.0,Gameweek 19,2024,,
Aris Thessaloniki,Olympiacos FC,Home,Against,0.0,1.0,22.0,2.0,12.0,2.0,19.0,22.0,0.0,3.0,2.0,Gameweek 19,2024,,
Olympiacos FC,Aris Thessaloniki,Away,For,0.0,1.0,22.0,2.0,12.0,2.0,19.0,22.0,0.0,3.0,2.0,Gameweek 19,2024,,
Olympiacos FC,Aris Thessaloniki,Away,Against,0.0,1.0,12.0,2.0,6.0,8.0,26.0,14.0,2.0,0.0,0.0,Gameweek 19,2024,,
NPS Volos,PAS Lamia 1964,Home,For,0.0,7.0,14.0,3.0,10.0,6.0,17.0,18.0,1.0,5.0,1.0,Gameweek 1,2024,,
NPS Volos,PAS Lamia 1964,Home,Against,0.0,0.0,16.0,3.0,13.0,5.0,15.0,21.0,2.0,8.0,2.0,Gameweek 1,2024,,
PAS Lamia 1964,NPS Volos,Away,For,0.0,0.0,16.0,3.0,13.0,5.0,15.0,21.0,2.0,8.0,2.0,Gameweek 1,2024,,
PAS Lamia 1964,NPS Volos,Away,Against,0.0,7.0,14.0,3.0,10.0,6.0,17.0,18.0,1.0,5.0,1.0,Gameweek 1,2024,,
PAS Giannina,A.E. Kifisia FC,Home,For,1.0,7.0,16.0,3.0,13.0,8.0,18.0,27.0,0.0,5.0,5.0,Gameweek 1,2024,,
PAS Giannina,A.E. Kifisia FC,Home,Against,0.0,2.0,22.0,4.0,3.0,10.0,27.0,19.0,2.0,0.0,2.0,Gameweek 1,2024,,
A.E. Kifisia FC,PAS Giannina,Away,For,0.0,2.0,22.0,4.0,3.0,10.0,27.0,19.0,2.0,0.0,2.0,Gameweek 1,2024,,
A.E. Kifisia FC,PAS Giannina,Away,Against,1.0,7.0,16.0,3.0,13.0,8.0,18.0,27.0,0.0,5.0,5.0,Gameweek 1,2024,,
OFI Crete,Aris Thessaloniki,Home,For,0.0,3.0,25.0,5.0,14.0,6.0,10.0,13.0,1.0,5.0,0.0,Gameweek 1,2024,,
OFI Crete,Aris Thessaloniki,Home,Against,0.0,4.0,13.0,3.0,17.0,7.0,25.0,11.0,1.0,6.0,1.0,Gameweek 1,2024,,
Aris Thessaloniki,OFI Crete,Away,For,0.0,4.0,13.0,3.0,17.0,7.0,25.0,11.0,1.0,6.0,1.0,Gameweek 1,2024,,
Aris Thessaloniki,OFI Crete,Away,Against,0.0,3.0,25.0,5.0,14.0,6.0,10.0,13.0,1.0,5.0,0.0,Gameweek 1,2024,,
PAOK,Asteras Tripolis,Home,For,0.0,3.0,7.0,2.0,13.0,5.0,19.0,7.0,1.0,7.0,3.0,Gameweek 1,2024,,
PAOK,Asteras Tripolis,Home,Against,0.0,1.0,12.0,1.0,8.0,6.0,12.0,17.0,0.0,1.0,4.0,Gameweek 1,2024,,
Asteras Tripolis,PAOK,Away,For,0.0,1.0,12.0,1.0,8.0,6.0,12.0,17.0,0.0,1.0,4.0,Gameweek 1,2024,,
Asteras Tripolis,PAOK,Away,Against,0.0,3.0,7.0,2.0,13.0,5.0,19.0,7.0,1.0,7.0,3.0,Gameweek 1,2024,,
Olympiacos FC,Panserraikos,Home,For,0.0,8.0,19.0,3.0,31.0,5.0,18.0,13.0,1.0,2.0,1.0,Gameweek 1,2024,,
Olympiacos FC,Panserraikos,Home,Against,1.0,3.0,7.0,0.0,6.0,20.0,15.0,12.0,0.0,1.0,1.0,Gameweek 1,2024,,
Panserraikos,Olympiacos FC,Away,For,1.0,3.0,7.0,0.0,6.0,20.0,15.0,12.0,0.0,1.0,1.0,Gameweek 1,2024,,
Panserraikos,Olympiacos FC,Away,Against,0.0,8.0,19.0,3.0,31.0,5.0,18.0,13.0,1.0,2.0,1.0,Gameweek 1,2024,,
AEK Athens,Panetolikos,Home,For,0.0,9.0,10.0,0.0,25.0,2.0,23.0,16.0,0.0,8.0,4.0,Gameweek 1,2024,,
AEK Athens,Panetolikos,Home,Against,0.0,5.0,15.0,2.0,8.0,12.0,15.0,12.0,0.0,4.0,2.0,Gameweek 1,2024,,
Panetolikos,AEK Athens,Away,For,0.0,5.0,15.0,2.0,8.0,12.0,15.0,12.0,0.0,4.0,2.0,Gameweek 1,2024,,
Panetolikos,AEK Athens,Away,Against,0.0,9.0,10.0,0.0,25.0,2.0,23.0,16.0,0.0,8.0,4.0,Gameweek 1,2024,,
Panathinaikos,Atromitos Athens,Home,For,1.0,2.0,14.0,0.0,16.0,5.0,19.0,16.0,0.0,9.0,0.0,Gameweek 1,2024,,
Panathinaikos,Atromitos Athens,Home,Against,1.0,1.0,9.0,1.0,5.0,5.0,11.0,21.0,1.0,1.0,0.0,Gameweek 1,2024,,
Atromitos Athens,Panathinaikos,Away,For,1.0,1.0,9.0,1.0,5.0,5.0,11.0,21.0,1.0,1.0,0.0,Gameweek 1,2024,,
Atromitos Athens,Panathinaikos,Away,Against,1.0,2.0,14.0,0.0,16.0,5.0,19.0,16.0,0.0,9.0,0.0,Gameweek 1,2024,,
Panetolikos,PAS Lamia 1964,Home,For,0.0,4.0,14.0,2.0,14.0,7.0,24.0,19.0,1.0,2.0,0.0,Gameweek 20,2024,,
Panetolikos,PAS Lamia 1964,Home,Against,0.0,5.0,15.0,5.0,14.0,15.0,21.0,25.0,3.0,5.0,2.0,Gameweek 20,2024,,
PAS Lamia 1964,Panetolikos,Away,For,0.0,5.0,15.0,5.0,14.0,15.0,21.0,25.0,3.0,5.0,2.0,Gameweek 20,2024,,
PAS Lamia 1964,Panetolikos,Away,Against,0.0,4.0,14.0,2.0,14.0,7.0,24.0,19.0,1.0,2.0,0.0,Gameweek 20,2024,,
Panserraikos,NPS Volos,Home,For,0.0,2.0,16.0,4.0,12.0,5.0,13.0,15.0,0.0,6.0,2.0,Gameweek 20,2024,,
Panserraikos,NPS Volos,Home,Against,0.0,2.0,28.0,6.0,7.0,4.0,21.0,10.0,2.0,3.0,0.0,Gameweek 20,2024,,
NPS Volos,Panserraikos,Away,For,0.0,2.0,28.0,6.0,7.0,4.0,21.0,10.0,2.0,3.0,0.0,Gameweek 20,2024,,
NPS Volos,Panserraikos,Away,Against,0.0,2.0,16.0,4.0,12.0,5.0,13.0,15.0,0.0,6.0,2.0,Gameweek 20,2024,,
A.E. Kifisia FC,Aris Thessaloniki,Home,For,0.0,8.0,13.0,4.0,9.0,3.0,30.0,19.0,1.0,1.0,3.0,Gameweek 20,2024,,
A.E. Kifisia FC,Aris Thessaloniki,Home,Against,0.0,3.0,10.0,6.0,5.0,13.0,24.0,18.0,2.0,3.0,4.0,Gameweek 20,2024,,
Aris Thessaloniki,A.E. Kifisia FC,Away,For,0.0,3.0,10.0,6.0,5.0,13.0,24.0,18.0,2.0,3.0,4.0,Gameweek 20,2024,,
Aris Thessaloniki,A.E. Kifisia FC,Away,Against,0.0,8.0,13.0,4.0,9.0,3.0,30.0,19.0,1.0,1.0,3.0,Gameweek 20,2024,,
AEK Athens,OFI Crete,Home,For,0.0,13.0,21.0,2.0,19.0,1.0,22.0,18.0,0.0,8.0,2.0,Gameweek 20,2024,,
AEK Athens,OFI Crete,Home,Against,0.0,4.0,7.0,1.0,9.0,4.0,17.0,22.0,0.0,2.0,0.0,Gameweek 20,2024,,
OFI Crete,AEK Athens,Away,For,0.0,4.0,7.0,1.0,9.0,4.0,17.0,22.0,0.0,2.0,0.0,Gameweek 20,2024,,
OFI Crete,AEK Athens,Away,Against,0.0,13.0,21.0,2.0,19.0,1.0,22.0,18.0,0.0,8.0,2.0,Gameweek 20,2024,,
Asteras Tripolis,Atromitos Athens,Home,For,0.0,5.0,16.0,1.0,9.0,9.0,11.0,7.0,1.0,6.0,0.0,Gameweek 20,2024,,
Asteras Tripolis,Atromitos Athens,Home,Against,0.0,3.0,9.0,0.0,12.0,4.0,21.0,7.0,0.0,2.0,2.0,Gameweek 20,2024,,
Atromitos Athens,Asteras Tripolis,Away,For,0.0,3.0,9.0,0.0,12.0,4.0,21.0,7.0,0.0,2.0,2.0,Gameweek 20,2024,,
Atromitos Athens,Asteras Tripolis,Away,Against,0.0,5.0,16.0,1.0,9.0,9.0,11.0,7.0,1.0,6.0,0.0,Gameweek 20,2024,,
Olympiacos FC,PAS Giannina,Home,For,0.0,8.0,16.0,1.0,18.0,4.0,23.0,9.0,1.0,8.0,1.0,Gameweek 20,2024,,
Olympiacos FC,PAS Giannina,Home,Against,0.0,3.0,6.0,4.0,9.0,7.0,15.0,25.0,2.0,2.0,2.0,Gameweek 20,2024,,
PAS Giannina,Olympiacos FC,Away,For,0.0,3.0,6.0,4.0,9.0,7.0,15.0,25.0,2.0,2.0,2.0,Gameweek 20,2024,,
PAS Giannina,Olympiacos FC,Away,Against,0.0,8.0,16.0,1.0,18.0,4.0,23.0,9.0,1.0,8.0,1.0,Gameweek 20,2024,,
PAOK,Panathinaikos,Home,For,0.0,3.0,11.0,4.0,11.0,3.0,16.0,12.0,0.0,5.0,5.0,Gameweek 20,2024,,
PAOK,Panathinaikos,Home,Against,0.0,6.0,15.0,2.0,9.0,9.0,25.0,12.0,0.0,5.0,2.0,Gameweek 20,2024,,
Panathinaikos,PAOK,Away,For,0.0,6.0,15.0,2.0,9.0,9.0,25.0,12.0,0.0,5.0,2.0,Gameweek 20,2024,,
Panathinaikos,PAOK,Away,Against,0.0,3.0,11.0,4.0,11.0,3.0,16.0,12.0,0.0,5.0,5.0,Gameweek 20,2024,,
NPS Volos,Panetolikos,Home,For,0.0,5.0,23.0,2.0,7.0,3.0,19.0,13.0,1.0,4.0,1.0,Gameweek 21,2024,,
NPS Volos,Panetolikos,Home,Against,0.0,5.0,20.0,4.0,11.0,6.0,21.0,8.0,2.0,3.0,0.0,Gameweek 21,2024,,
Panetolikos,NPS Volos,Away,For,0.0,5.0,20.0,4.0,11.0,6.0,21.0,8.0,2.0,3.0,0.0,Gameweek 21,2024,,
Panetolikos,NPS Volos,Away,Against,0.0,5.0,23.0,2.0,7.0,3.0,19.0,13.0,1.0,4.0,1.0,Gameweek 21,2024,,
Panserraikos,Aris Thessaloniki,Home,For,0.0,4.0,17.0,5.0,12.0,8.0,23.0,7.0,2.0,7.0,0.0,Gameweek 21,2024,,
Panserraikos,Aris Thessaloniki,Home,Against,0.0,0.0,14.0,2.0,9.0,7.0,14.0,8.0,1.0,4.0,1.0,Gameweek 21,2024,,
Aris Thessaloniki,Panserraikos,Away,For,0.0,0.0,14.0,2.0,9.0,7.0,14.0,8.0,1.0,4.0,1.0,Gameweek 21,2024,,
Aris Thessaloniki,Panserraikos,Away,Against,0.0,4.0,17.0,5.0,12.0,8.0,23.0,7.0,2.0,7.0,0.0,Gameweek 21,2024,,
OFI Crete,A.E. Kifisia FC,Home,For,0.0,2.0,20.0,3.0,9.0,7.0,32.0,14.0,2.0,3.0,1.0,Gameweek 21,2024,,
OFI Crete,A.E. Kifisia FC,Home,Against,0.0,5.0,12.0,4.0,11.0,8.0,13.0,17.0,2.0,3.0,0.0,Gameweek 21,2024,,
A.E. Kifisia FC,OFI Crete,Away,For,0.0,5.0,12.0,4.0,11.0,8.0,13.0,17.0,2.0,3.0,0.0,Gameweek 21,2024,,
A.E. Kifisia FC,OFI Crete,Away,Against,0.0,2.0,20.0,3.0,9.0,7.0,32.0,14.0,2.0,3.0,1.0,Gameweek 21,2024,,
AEK Athens,Asteras Tripolis,Home,For,0.0,6.0,10.0,0.0,23.0,6.0,15.0,15.0,0.0,7.0,2.0,Gameweek 21,2024,,
